customer,job_number,grain_screened,ink_color,proof_on_ctd_ink,blade_mfg,cylinder_division,paper_type,ink_type,direct_steam,solvent_type,type_on_cylinder,press_type,press,unit_number,cylinder_size,paper_mill_location,plating_tank,proof_cut,viscosity,caliper,ink_temperature,humifity,roughness,blade_pressure,varnish_pct,press_speed,ink_pct,solvent_pct,ESA_Voltage,ESA_Amperage,wax,hardener,roller_durometer,current_density,anode_space_ratio,chrome_content,target
sheplers,35001,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,woodhoe70,816,9,spiegel,northus,,35.0,42.0,0.2,15.5,80.0,1.0,26.0,0.0,1800.0,62.5,37.5,3.0,0.0,2.5,2.0,40.0,40,100.0,100,noband
tvguide,25452,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter94,821,2,tabloid,northus,1910,65.0,50.0,0.2,15.1,75.0,0.625,20.0,19.0,1800.0,47.6,33.4,0.0,0.0,2.7,0.6,34.0,40,110.71,100,noband
tvguide,25451,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter94,821,7,tabloid,northus,1910,55.0,40.0,0.3,15.1,69.0,0.625,20.0,19.5,1450.0,44.2,36.3,0.0,0.0,2.5,0.9,34.0,40,106.45,100,noband
modmat,48201,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,woodhoe70,815,2,catalog,northus,1911,62.0,52.0,0.433,15.0,78.0,0.75,28.0,5.9,1400.0,58.8,35.3,4.0,0.0,2.5,0.8,40.0,40,103.22,100,band
target,34556,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,816,2,spiegel,canadian,1910,37.5,42.0,0.2,16.0,70.0,0.375,28.0,0.0,2400.0,58.8,41.2,3.0,0.0,3.0,0.8,30.0,40,106.45,100,band
downs,35525,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,woodhoe70,815,2,catalog,northus,1910,40.0,54.0,0.267,22.2,77.0,0.625,32.0,6.25,1000.0,56.25,37.5,0.0,0.0,3.0,1.2,40.0,40,106.45,100,band
target,34556,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,816,9,spiegel,canadian,1910,37.5,40.0,0.2,14.0,80.0,0.25,24.0,0.0,2400.0,58.8,41.2,2.0,0.0,2.5,0.8,30.0,40,106.45,100,noband
target,34556,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,816,2,spiegel,canadian,1910,37.5,50.0,,15.5,95.0,0.625,26.0,0.0,2350.0,62.5,37.5,1.0,0.0,2.6,0.6,30.0,40,106.45,100,noband
target,34556,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,816,2,spiegel,canadian,1910,37.5,41.0,,15.0,80.0,0.5,30.0,0.0,2398.0,58.8,41.2,9.0,0.0,2.5,0.7,30.0,40,106.45,100,noband
ames,34590,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,827,9,tabloid,canadian,1910,50.0,40.0,0.3,15.0,72.0,0.75,30.0,0.0,2233.0,58.8,41.2,8.0,0.0,1.5,1.0,33.0,40,106.45,100,noband
ames,34590,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,827,2,tabloid,canadian,1910,50.0,40.0,0.233,15.0,88.0,0.75,30.0,0.0,2233.0,58.8,41.2,8.0,0.0,3.0,1.0,33.0,40,106.45,100,noband
eckerds,34693,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,828,2,tabloid,canadian,,45.0,41.0,0.2,16.1,74.0,1.0,30.0,0.0,1800.0,62.5,37.5,1.0,0.0,2.5,1.2,30.0,40,106.45,100,noband
eckerds,34693,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,828,9,tabloid,canadian,1910,50.0,41.0,0.2,15.7,80.0,1.0,43.0,0.0,1800.0,62.5,37.5,1.0,0.0,2.5,1.5,30.0,40,106.45,100,noband
eckerds,34694,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,824,2,tabloid,canadian,1910,30.0,41.0,0.333,15.5,74.0,0.8125,30.0,2.5,1900.0,58.0,39.5,4.5,0.0,1.9,1.3,30.0,40,114.28,100,noband
downs,35525,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,woodhoe70,815,2,catalog,northus,1910,40.0,41.0,0.267,15.5,76.0,0.75,28.0,3.6,1750.0,60.2,36.1,4.0,0.0,3.0,1.0,40.0,40,117.85,100,noband
tvguide,25502,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter94,821,2,tabloid,northus,1911,52.0,52.0,0.267,16.0,78.0,0.75,30.0,14.1,1250.0,50.5,53.4,0.0,0.0,3.0,0.9,34.0,40,103.22,100,band
childcraft,37001,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,albert70,802,7,catalog,,1911,45.0,62.0,0.233,15.0,76.0,0.75,50.0,0.0,1500.0,58.8,41.2,0.0,0.0,3.0,1.2,38.0,40,103.225,100,band
eckerds,35462,no,key,yes,benton,gallatin,coated,coated,no,line,no,motter94,824,2,tabloid,,,40.0,58.0,0.2,17.0,75.0,0.05625,30.0,0.0,1900.0,58.8,41.2,0.0,0.0,2.6,1.4,30.0,40,103.225,100,band
childcraft,37001,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,albert70,802,7,catalog,,1910,60.0,60.0,0.233,15.0,80.0,0.75,56.0,14.3,1380.0,47.6,38.1,0.0,0.0,3.0,1.0,38.0,40,106.4,100,noband
abbey,24780,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,woodhoe70,816,9,catalog,,1911,47.5,65.0,0.2,14.0,80.0,0.5,27.0,11.5,1725.0,52.1,36.4,3.0,0.0,3.0,0.9,34.0,40,103.125,100,noband
kmart,37371,no,key,yes,benton,gallatin,uncoated,coated,no,line,no,woodhoe70,816,2,tabloid,,1910,40.0,58.0,0.2,15.5,84.0,0.375,25.0,9.0,2000.0,52.8,38.2,5.0,0.0,3.0,1.1,35.0,40,103.125,100,noband
kmart,37371,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,woodhoe70,816,9,tabloid,,1910,40.0,58.0,0.267,15.0,80.0,0.1875,,3.2,2000.0,53.8,43.0,0.0,0.0,2.5,1.0,35.0,40,103.125,100,noband
abbey,24780,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,woodhoe70,816,2,catalog,,1911,47.5,65.0,0.2,15.7,87.0,0.25,,5.6,1725.0,55.6,38.9,3.0,0.0,3.0,0.85,34.0,40,103.125,100,noband
target,88231,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,816,9,spiegel,,1910,40.0,62.0,0.2,13.7,91.0,0.375,32.0,5.6,2300.0,55.6,38.9,2.0,0.0,2.5,1.0,33.0,40,100.0,100,noband
target,88231,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,816,2,spiegel,,1910,40.0,62.0,0.2,14.9,80.0,0.5,28.0,3.4,2303.0,56.8,39.8,2.0,0.0,2.5,0.6,33.0,40,100.0,100,noband
ames,37182,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,821,2,tabloid,,1911,45.0,58.0,0.2,15.0,75.0,0.625,20.0,10.5,2100.0,52.6,36.8,0.0,0.0,2.5,0.7,33.0,40,103.125,100,noband
ames,37182,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,821,7,tabloid,,1911,45.0,58.0,0.2,15.0,72.0,0.625,25.0,10.5,2100.0,52.6,36.8,5.0,0.0,2.5,0.8,33.0,40,103.125,100,noband
tvguide,25530,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter94,821,7,tabloid,,1910,42.0,58.0,0.233,16.0,78.0,0.5,25.0,0.0,1800.0,58.8,41.2,5.0,0.0,2.5,1.0,34.0,40,103.125,100,noband
bestprod,37970,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,albert70,802,2,catalog,,1910,27.5,41.0,0.267,17.58,80.0,0.75,50.0,3.4,1490.0,56.8,39.8,0.0,0.0,3.0,1.0,35.0,40,103.125,100,noband
bestprod,37970,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,albert70,802,7,catalog,,1911,35.0,41.0,0.267,16.66,78.0,0.75,50.0,7.6,1490.0,54.3,38.0,0.0,0.0,3.0,1.0,35.0,40,106.7,100,noband
childcraft,37001,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,albert70,802,2,catalog,,1910,60.0,60.0,0.2,15.0,80.0,0.75,50.0,10.4,1380.0,47.2,42.5,0.0,0.0,3.0,1.0,38.0,40,106.5,100,noband
abbey,24780,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,albert70,802,2,catalog,,1910,40.0,60.0,0.2,15.0,80.0,0.625,50.0,0.0,1400.0,58.8,41.2,0.0,0.0,3.0,0.6,34.0,40,103.1,100,noband
abbey,24780,,key,yes,benton,gallatin,uncoated,coated,no,line,yes,albert70,802,7,catalog,,1910,,60.0,0.2,15.0,80.0,0.625,50.0,6.6,1400.0,54.9,38.5,6.0,0.0,3.0,1.1,34.0,40,103.1,100,noband
sheplers,35529,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,albert70,802,2,spiegel,,1910,45.0,58.0,0.2,17.0,72.0,0.75,,3.2,1470.0,53.8,43.0,0.0,0.0,3.0,1.0,34.0,40,100.0,100,noband
toysrus,35874,no,key,no,benton,gallatin,coated,coated,no,line,no,motter94,824,2,tabloid,,1910,40.0,62.0,0.3,16.1,82.0,0.812,30.0,5.7,1800.0,56.8,37.5,10.0,0.0,0.7,0.5,30.0,40,106.5,100,noband
toysrus,35874,no,key,no,benton,gallatin,coated,coated,no,line,no,motter94,824,9,tabloid,,1911,40.0,62.0,0.233,16.1,78.0,0.5625,25.0,5.5,1800.0,55.0,39.5,0.0,0.0,1.6,1.5,30.0,40,103.23,100,noband
wards,37508,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,824,9,tabloid,,1910,45.0,57.0,0.233,15.0,88.0,0.5625,30.0,10.4,1900.0,52.1,37.5,0.0,0.0,2.5,1.8,30.0,40,100.0,100,noband
wards,37513,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,824,2,tabloid,,1911,40.0,59.0,0.3,16.4,85.0,0.8125,30.0,0.0,1900.0,58.8,41.2,10.0,0.0,2.0,0.8,30.0,40,96.88,100,noband
roses,35761,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,828,2,tabloid,,1910,35.0,59.0,0.2,16.1,82.0,,28.0,0.0,2500.0,58.8,41.2,0.0,0.0,2.5,1.3,30.0,40,100.0,100,noband
roses,35761,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,828,9,tabloid,,1910,35.0,59.0,0.2,16.1,84.0,,30.0,0.0,2500.0,55.0,45.0,0.0,0.0,2.5,1.1,30.0,40,100.0,100,noband
gurney,37018,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,816,2,spiegel,,1911,42.5,47.0,0.2,16.2,78.0,0.75,30.0,0.0,2100.0,56.2,43.8,0.0,0.0,2.5,1.2,33.0,40,110.0,100,band
adco,39200,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,woodhoe70,815,2,catalog,,1910,40.0,68.0,0.2,14.8,90.0,1.0,30.0,0.0,1440.0,58.8,41.2,0.0,0.0,2.5,1.0,40.0,40,103.13,100,band
kmart,37371,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,woodhoe70,816,2,tabloid,,1910,40.0,60.0,0.2,15.0,85.0,1.0,25.0,6.9,2100.0,54.0,39.1,0.0,0.0,2.5,1.2,35.0,40,103.13,100,band
hanoverhouse,39027,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,woodhoe70,816,2,catalog,,1911,50.0,65.0,,16.0,80.0,0.5,28.0,12.5,1550.0,50.0,37.5,0.0,0.0,2.5,1.5,34.0,40,106.45,100,band
hanoverhouse,39027,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,woodhoe70,816,9,catalog,,1910,50.0,60.0,0.267,16.0,78.0,0.5,28.0,4.5,1520.0,53.0,42.0,0.0,0.0,2.5,1.5,34.0,40,106.2,100,band
ames,37189,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,815,2,tabloid,,1910,40.0,63.0,0.233,15.8,80.0,0.75,30.0,10.5,2000.0,52.6,36.9,0.0,0.0,3.0,1.0,33.0,40,109.7,100,band
wards,37510,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,815,9,catalog,,1910,40.0,60.0,0.2,14.5,85.0,1.0,35.0,0.0,1250.0,58.8,41.2,2.5,0.0,1.5,1.0,30.0,40,100.0,100,band
bestprod,37964,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,woodhoe70,815,2,catalog,,1910,40.0,69.0,0.2,14.5,76.0,0.625,22.0,0.0,1250.0,58.8,41.2,1.0,0.0,2.5,1.0,35.0,40,100.0,100,band
wards,37510,no,key,yes,benton,gallatin,coated,coated,no,line,no,woodhoe70,815,2,catalog,,1910,45.0,61.0,0.2,14.0,98.0,0.75,30.0,0.0,1600.0,58.8,41.2,2.0,0.0,2.4,0.9,30.0,40,100.0,100,band
bestprod,37965,no,key,yes,benton,gallatin,uncoated,coated,no,line,no,woodhoe70,816,9,catalog,,1910,55.0,61.0,0.283,21.0,78.0,1.0,28.0,0.0,1500.0,58.8,41.2,3.0,0.0,2.5,0.7,35.0,40,100.0,100,band
gurney,37018,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,816,9,spiegel,,1911,42.5,52.0,0.2,16.0,82.0,0.75,30.0,0.0,2150.0,58.8,41.2,0.0,0.0,2.5,1.0,33.0,40,110.0,100,band
childcraft,34250,yes,key,yes,benton,gallatin,uncoated,cover,no,line,no,woodhoe70,816,2,catalog,,1911,50.0,47.0,0.2,15.0,80.0,0.625,28.0,0.0,1750.0,59.0,41.0,0.0,0.0,1.0,1.0,38.0,40,91.89,100,band
modmat,47301,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,woodhoe70,816,2,catalog,,1910,,44.0,0.2,14.3,78.0,0.25,32.0,0.0,1650.0,56.8,43.2,3.0,0.0,2.5,2.5,40.0,40,100.0,100,band
modmat,47301,no,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,woodhoe70,816,2,catalog,,1911,,43.0,0.2,15.2,78.0,0.75,32.0,8.2,1500.0,51.0,40.8,2.0,0.0,2.7,1.8,40.0,40,106.25,100,band
modmat,47301,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,woodhoe70,816,2,catalog,,1911,55.0,44.0,0.2,15.0,70.0,0.625,28.0,8.2,1700.0,51.0,40.8,0.0,0.0,2.5,2.0,40.0,40,100.0,100,band
toysrus,35880,no,key,no,benton,gallatin,coated,coated,no,line,yes,woodhoe70,816,2,catalog,,1910,40.0,38.0,,16.5,85.0,0.625,30.0,4.3,1900.0,53.2,42.5,0.0,0.0,3.0,1.0,30.0,40,103.13,100,band
toysrus,35880,no,key,no,benton,gallatin,coated,coated,no,line,,woodhoe70,816,2,tabloid,,1910,40.0,40.0,,15.7,85.0,0.3125,27.0,4.3,2050.0,53.2,42.5,1.0,0.0,2.5,1.5,30.0,40,103.13,100,band
toysrus,35880,no,key,no,benton,gallatin,coated,coated,no,line,yes,woodhoe70,816,2,tabloid,,1911,40.0,40.0,0.3,14.9,75.0,0.625,28.0,4.3,2000.0,53.2,42.5,4.0,0.0,2.5,1.5,30.0,40,117.86,100,band
tvguide,25550,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter94,821,7,tabloid,,1911,40.0,47.0,0.2,14.5,85.0,0.75,25.0,10.5,1850.0,52.6,36.9,2.0,0.0,0.0,0.0,34.0,40,110.0,100,band
burdines,37068,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,821,2,tabloid,,1911,40.0,49.0,0.3,17.0,75.0,0.625,30.0,0.0,1600.0,58.8,41.2,0.0,0.0,2.5,0.65,33.0,40,109.6,100,band
sheplers,35529,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,albert70,802,7,spiegel,,1911,47.5,58.0,0.217,13.1,70.0,,55.0,10.0,1660.0,50.0,40.0,0.0,0.0,2.9,1.0,34.0,40,96.88,100,band
kidsrus,29442,yes,key,yes,benton,gallatin,uncoated,cover,no,line,yes,woodhoe70,816,2,tabloid,,1910,50.0,40.0,0.2,15.2,78.0,1.0,24.0,0.0,1850.0,58.8,41.2,0.0,0.0,2.9,1.1,40.0,40,103.13,100,band
uscav,35522,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,albert70,802,2,catalog,,1911,40.0,65.0,0.2,15.0,80.0,0.625,50.0,10.4,1640.0,47.2,42.4,1.0,0.0,3.0,1.5,32.0,40,103.13,100,band
colortile,37575,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,824,2,tabloid,,1910,30.0,,0.3,17.0,78.0,0.8125,30.0,0.0,1700.0,58.8,41.2,0.0,0.0,2.5,1.2,30.0,40,106.25,100,band
colortile,34272,yes,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,824,9,tabloid,,1910,30.0,40.0,0.2,14.0,73.0,0.5625,30.0,0.0,1800.0,58.8,41.2,0.0,0.0,0.0,0.0,30.0,40,100.0,100,band
childcraft,37001,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,albert70,802,7,catalog,,1911,50.0,62.0,0.267,11.2,80.0,,50.0,0.0,1570.0,58.8,41.2,0.0,0.0,3.0,1.0,38.0,40,103.23,100,band
sheplers,35529,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,albert70,802,7,spiegel,,1910,45.0,63.0,0.267,15.0,80.0,0.75,50.0,0.0,1470.0,58.8,41.2,2.0,0.0,3.0,1.0,34.0,40,100.0,100,band
uscav,35522,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,albert70,802,7,catalog,,1911,37.5,65.0,0.2,16.0,80.0,0.625,50.0,6.6,1640.0,54.9,38.5,3.0,0.0,3.0,1.0,32.0,40,103.13,100,band
kmart,34514,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,motter94,821,7,tabloid,,1910,40.0,39.0,0.2,15.0,83.0,0.625,30.0,0.0,2000.0,58.1,41.9,1.0,0.0,2.5,0.6,35.0,40,100.0,100,band
kmart,34514,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,motter94,821,7,tabloid,,1911,40.0,39.0,0.2,15.0,72.0,0.375,30.0,0.0,2000.0,58.1,41.9,1.0,0.0,2.5,0.3,35.0,40,109.9,100,band
tvguide,25532,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter94,821,2,tabloid,,1910,40.0,59.0,0.25,15.0,80.0,0.75,40.0,13.3,1750.0,51.0,35.7,0.0,0.0,2.2,0.7,34.0,40,100.0,100,band
bestprod,37998,no,key,,,gallatin,uncoated,coated,no,,,woodhoe70,815,2,,,1910,30.0,50.0,0.233,16.1,79.0,0.625,25.0,,1400.0,,,,,2.5,1.0,,40,106.0,100,band
guideposts,23233,yes,key,,,gallatin,uncoated,coated,no,,yes,motter94,821,7,,,1911,40.0,40.0,0.3,14.5,72.0,0.625,34.0,,1620.0,,,,,2.5,1.3,,40,102.0,100,band
kmart,34518,no,key,,,gallatin,uncoated,coated,no,,no,motter94,821,7,,,1911,45.0,36.0,,14.0,76.0,0.625,20.0,,1700.0,,,,,2.0,0.9,,40,100.0,100,band
penney,34014,no,key,,,gallatin,uncoated,coated,no,,,woodhoe70,816,9,tabloid,,1910,40.0,40.0,0.3,15.5,75.0,0.75,25.0,,1100.0,,,,,2.5,1.0,,40,102.941,100,band
woolworth,34227,no,key,,,gallatin,coated,coated,no,,yes,motter94,824,9,tabloid,,1910,35.0,42.0,0.2,15.0,78.0,0.5625,40.0,,1750.0,,,,,2.3,1.0,,40,103.0,100,band
roses,36423,no,key,,,gallatin,coated,coated,no,,yes,woodhoe70,815,2,tabloid,,1910,55.0,51.0,0.25,16.4,78.0,0.5,29.0,,1800.0,,,,,1.5,1.0,,40,100.0,100,band
roses,34294,no,key,,,gallatin,coated,coated,no,,yes,motter94,821,2,tabloid,,1910,35.0,48.0,0.267,16.0,72.0,0.75,20.0,,1650.0,,,,,1.5,1.1,,40,83.33,100,band
roses,34293,no,key,,,gallatin,coated,coated,no,,yes,woodhoe70,816,2,tabloid,,1910,47.5,50.0,0.2,17.0,70.0,0.5,30.0,,2000.0,,,,,2.2,0.7,,40,103.225,100,band
toysrus,34156,no,key,,,gallatin,coated,coated,no,,yes,motter94,824,10,tabloid,,1911,40.0,52.0,,13.5,85.0,0.75,30.0,,1900.0,,,,,0.0,0.0,,40,94.4,100,band
target,34453,no,key,,,gallatin,uncoated,coated,no,,yes,motter94,827,2,spiegel,,1911,47.5,53.0,0.233,17.0,80.0,0.625,20.0,,1850.0,,,,,2.0,1.5,,40,105.7,100,band
target,34453,no,key,,,gallatin,uncoated,coated,no,,yes,woodhoe70,816,9,spiegel,,1910,50.0,56.0,0.3,15.0,80.0,0.1875,26.0,,1950.0,,,,,2.5,1.5,,40,102.857,100,band
cvs,34763,yes,key,,,gallatin,uncoated,uncoated,no,,,motter94,824,2,tabloid,,1911,55.0,56.0,0.3,21.0,80.0,0.875,35.0,,1650.0,,,,,2.1,0.6,,40,100.0,100,band
cvs,34763,yes,key,,,gallatin,uncoated,uncoated,no,,yes,motter94,824,2,tabloid,,1910,55.0,54.0,0.3,17.5,82.0,0.8125,28.0,,1600.0,,,,,2.5,1.0,,40,102.94,100,band
toysrus,34157,no,key,,,gallatin,uncoated,uncoated,no,,yes,motter94,824,2,tabloid,,1910,40.0,57.0,0.3,16.0,86.0,0.8125,30.0,,1700.0,,,,,2.5,1.0,,40,102.94,100,band
target,34465,no,key,,,gallatin,coated,coated,no,,yes,woodhoe70,816,1,spiegel,,1910,35.0,56.0,0.267,15.1,81.0,0.75,32.0,,2000.0,,,,,2.5,1.0,,40,102.94,100,band
kmart,34527,,key,,,gallatin,uncoated,coated,no,,yes,motter94,821,7,spiegel,,1910,50.0,66.0,0.3,14.8,80.0,0.625,30.0,,1840.0,,,,,2.5,1.0,,40,100.0,100,band
modmat,47304,yes,key,,,gallatin,uncoated,uncoated,no,,yes,woodhoe70,815,9,catalog,,1911,50.0,67.0,0.3,14.5,86.0,0.75,22.0,,1300.0,,,,,2.5,2.0,,40,102.77,100,band
homeshop,36567,,key,,,gallatin,coated,coated,no,,no,albert70,816,2,catalog,,1910,,62.0,0.333,14.5,84.0,,23.0,,1200.0,,,,,2.5,,,40,103.22,100,band
kmart,34533,,key,,,gallatin,super,uncoated,no,,yes,motter94,821,2,tabloid,,1910,,63.0,0.233,15.5,79.0,0.625,35.0,,1760.0,,,,,2.4,1.0,,40,106.25,100,band
hanoverhouse,34905,,key,,,gallatin,coated,coated,no,,yes,albert70,816,9,catalog,,1910,,67.0,0.300,15.1,80.0,0.75,28.0,,1780.0,,,,,2.5,1.0,,40,106.25,100,band
kmart,34534,,key,,,gallatin,super,uncoated,no,,yes,motter94,821,7,spiegel,,1911,,50.0,0.333,15.7,82.0,,30.0,,1850.0,,,,,,,,40,103.22,100,band
kmart,34534,,key,,,gallatin,super,uncoated,no,,yes,motter94,821,7,spiegel,,1911,,60.0,0.300,15.0,82.0,0.5,22.0,,1800.0,,,,,2.5,1.0,,40,96.8,100,band
kmart,34534,,key,,,gallatin,super,uncoated,no,,yes,motter94,821,7,spiegel,,1911,,60.0,0.267,14.8,80.0,0.625,25.0,,1850.0,,,,,2.5,1.0,,40,96.9,100,band
kmart,34534,,key,,,gallatin,super,uncoated,no,,yes,motter94,821,7,spiegel,,,,56.0,0.300,14.1,82.0,0.625,40.0,,1800.0,,,,,2.5,0.9,,40,96.9,100,band
homeshopping,36568,,key,,,gallatin,super,uncoated,no,,,albert70,816,2,catalog,,1911,,56.0,0.367,15.1,78.0,0.5,29.0,,1320.0,,,,,2.5,,,40,96.9,100,band
bestprod,36054,,key,,,gallatin,super,uncoated,no,,yes,albert70,816,2,catalog,,1911,,47.0,0.200,15.0,85.0,0.5,24.0,,1470.0,,,,,1.8,1.7,,40,96.9,100,band
venture,24780,,key,,,gallatin,super,uncoated,no,,yes,motter94,821,7,tabloid,,1911,,55.0,0.367,15.5,76.0,0.75,30.0,,1750.0,,,,,2.5,1.2,,40,96.9,100,band
homeshop,36569,,key,,,gallatin,super,cover,no,,yes,albert70,816,2,catalog,,1910,,53.0,0.300,14.2,72.0,1.0,28.0,,1600.0,,,,,2.7,1.5,,40,106.1,100,band
homeshop,36569,,key,,,gallatin,super,cover,no,,yes,albert70,816,2,catalog,,1910,,39.0,0.300,15.1,71.0,0.625,30.0,,1700.0,,,,,2.5,1.5,,40,106.1,100,band
modmat,47401,,key,,,gallatin,coated,coated,no,,yes,albert70,816,2,catalog,,1911,,46.0,0.300,17.0,80.0,0.25,25.0,,1700.0,,,,,2.5,1.5,,30,117.7,95,band
target,35502,,key,,,gallatin,super,uncoated,,,yes,albert70,815,2,spiegel,,1910,,35.0,0.300,16.2,88.0,0.5,28.0,,1750.0,,,,,2.3,1.0,,40,106.0,100,band
jfk,35986,,key,,,gallatin,coated,coated,,,yes,woodhoe70,802,7,spiegel,,1910,,40.0,0.333,14.5,70.0,0.75,60.0,,1250.0,,,,,2.0,1.5,,40,112.5,100,band
colorfulimage,37046,,key,,,gallatin,coated,coated,,,yes,woodhoe70,802,7,catalog,,1911,,39.0,0.300,16.0,72.0,0.75,50.0,,1350.0,,,,,2.5,2.2,,40,106.6,95,band
bestprod,35831,,key,,,gallatin,super,cover,,,yes,albert70,815,2,catalog,,1911,,40.0,0.300,16.5,84.0,0.625,26.0,,1565.0,,,,,2.5,1.0,,40,106.6,95,band
kmart,85725,,key,,,gallatin,super,uncoated,,,yes,motter94,821,7,tabloid,,1910,,44.0,.200,16.22,74.0,0.75,30.0,,2200.0,,,,,2.8,0.8,,40,106.6,95,band
toysrus,35661,,key,,,gallatin,uncoated,uncoated,,,yes,albert70,816,2,tabloid,,1910,,47.0,0.233,16.5,86.0,0.25,,,1750.0,,,,,2.1,2.1,,40,109.6,95,band
eckerds,37392,,key,,,gallatin,uncoated,uncoated,,,yes,motter94,824,2,tabloid,,1910,,45.0,0.200,17.0,84.0,0.8125,27.0,,1865.0,,,,,1.5,0.7,,40,109.1,95,band
modmat,47403,,key,,,gallatin,coated,coated,,,yes,albert70,816,2,catalog,,1911,,52.0,0.200,16.0,75.0,0.3125,25.0,,1500.0,,,,,2.5,0.6,,40,109.1,100,band
kmart,85741,,key,,,gallatin,uncoated,uncoated,,,,albert70,816,2,tabloid,,1911,,,0.300,15.0,80.0,0.5,30.0,,2020.0,,,,,2.9,0.5,,40,110.3,100,band
kmart,85750,,key,,,gallatin,super,uncoated,,,yes,motter94,827,2,tabloid,,1911,,54.0,0.300,16.5,88.0,0.75,25.0,,1850.0,,,,,3.0,2.0,,40,107.14,95,band
modmat,47405,,key,,,gallatin,coated,coated,,,yes,albert70,815,2,catalog,,1911,,56.0,0.300,14.0,91.0,1.125,27.0,,1650.0,,,,,3.0,1.5,,40,100.0,95,band
toysrus,37191,,key,,,gallatin,coated,coated,,,yes,albert70,815,2,catalog,,1911,,50.0,0.200,16.5,74.0,0.625,34.0,,1750.0,,,,,2.6,1.0,,40,103.125,95,band
homeshop,35069,,key,,,gallatin,coated,coated,,,yes,albert70,816,9,catalog,,1911,,56.0,0.200,17.0,75.0,0.75,25.0,,1600.0,,,,,2.0,1.0,,40,103.125,95,band
toysrus,37191,,key,,,gallatin,coated,coated,,,yes,albert70,815,9,catalog,,1910,,55.0,0.200,17.0,95.0,0.625,27.0,,1600.0,,,,,2.5,1.0,,40,106.25,100,band
